Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
02/10/2014 02:13,02/10/2014 11:22,USDJPY,Sell Limit,30.00,103.25000,102.00000,102.60000,102.16000,0.0000,0.0000,0.0,0.00,00:09:09:00,,,,,,,,,,,,

